NPI,State,Login Time,Logout Time,Usage Time (mins),Region,Speciality,Count of Survey Attempts,Login Hour,Logout Hour,Target Hour,Active
1000000799,3,2025-03-08 12:23:00,2025-03-08 12:54:00,31,2,5,8,12,12,7,0
1000000800,9,2025-03-08 06:45:00,2025-03-08 07:59:00,74,0,5,2,6,7,7,1
1000000801,3,2025-03-08 12:22:00,2025-03-08 13:35:00,73,1,4,5,12,13,7,0
1000000802,0,2025-03-08 16:00:00,2025-03-08 16:31:00,31,1,5,9,16,16,7,0
1000000803,3,2025-03-08 16:15:00,2025-03-08 17:28:00,73,3,3,0,16,17,7,0
1000000804,8,2025-03-08 12:09:00,2025-03-08 12:17:00,8,3,2,8,12,12,7,0
1000000805,6,2025-03-08 20:55:00,2025-03-08 22:11:00,76,1,2,9,20,22,7,0
1000000806,6,2025-03-08 13:02:00,2025-03-08 14:59:00,117,2,2,4,13,14,7,0
1000000807,9,2025-03-08 10:59:00,2025-03-08 12:00:00,61,2,0,2,10,12,7,0
1000000808,8,2025-03-08 08:01:00,2025-03-08 08:47:00,46,1,1,2,8,8,7,0
1000000809,0,2025-03-08 12:17:00,2025-03-08 13:54:00,97,2,2,10,12,13,7,0
1000000810,7,2025-03-08 19:16:00,2025-03-08 20:54:00,98,1,2,10,19,20,7,0
1000000811,9,2025-03-08 17:10:00,2025-03-08 17:15:00,5,1,0,4,17,17,7,0
1000000812,3,2025-03-08 20:55:00,2025-03-08 22:12:00,77,3,4,8,20,22,7,0
1000000813,8,2025-03-08 14:33:00,2025-03-08 15:50:00,77,3,5,2,14,15,7,0
1000000814,6,2025-03-08 14:23:00,2025-03-08 15:08:00,45,1,3,10,14,15,7,0
1000000815,5,2025-03-08 20:06:00,2025-03-08 21:11:00,65,1,5,6,20,21,7,0
1000000816,7,2025-03-08 12:15:00,2025-03-08 13:17:00,62,3,4,7,12,13,7,0
1000000817,1,2025-03-08 07:01:00,2025-03-08 07:51:00,50,2,1,2,7,7,7,1
1000000818,9,2025-03-08 06:37:00,2025-03-08 08:33:00,116,0,1,4,6,8,7,1
1000000819,4,2025-03-08 07:06:00,2025-03-08 09:02:00,116,0,3,0,7,9,7,1
1000000820,9,2025-03-08 08:16:00,2025-03-08 09:35:00,79,3,3,2,8,9,7,0
1000000821,4,2025-03-08 08:59:00,2025-03-08 10:24:00,85,2,4,1,8,10,7,0
1000000822,7,2025-03-08 15:49:00,2025-03-08 16:49:00,60,0,3,9,15,16,7,0
1000000823,0,2025-03-08 10:18:00,2025-03-08 12:14:00,116,2,6,1,10,12,7,0
1000000824,2,2025-03-08 17:23:00,2025-03-08 18:20:00,57,3,2,2,17,18,7,0
1000000825,6,2025-03-08 11:37:00,2025-03-08 12:22:00,45,3,6,0,11,12,7,0
1000000826,5,2025-03-08 12:49:00,2025-03-08 13:18:00,29,2,4,9,12,13,7,0
1000000827,0,2025-03-08 16:02:00,2025-03-08 16:37:00,35,3,2,9,16,16,7,0
1000000828,4,2025-03-08 20:54:00,2025-03-08 21:24:00,30,1,4,0,20,21,7,0
1000000829,1,2025-03-08 17:54:00,2025-03-08 19:20:00,86,3,1,1,17,19,7,0
1000000830,2,2025-03-08 11:53:00,2025-03-08 12:02:00,9,3,6,2,11,12,7,0
1000000831,4,2025-03-08 08:56:00,2025-03-08 10:44:00,108,3,2,2,8,10,7,0
1000000832,8,2025-03-08 15:13:00,2025-03-08 16:28:00,75,2,4,5,15,16,7,0
1000000833,2,2025-03-08 15:24:00,2025-03-08 15:42:00,18,1,5,10,15,15,7,0
1000000834,9,2025-03-08 13:55:00,2025-03-08 15:50:00,115,3,5,5,13,15,7,0
1000000835,4,2025-03-08 12:57:00,2025-03-08 14:00:00,63,0,5,7,12,14,7,0
1000000836,9,2025-03-08 07:02:00,2025-03-08 07:25:00,23,1,4,0,7,7,7,1
1000000837,7,2025-03-08 13:30:00,2025-03-08 15:30:00,120,2,6,9,13,15,7,0
1000000838,1,2025-03-08 17:54:00,2025-03-08 18:21:00,27,1,0,2,17,18,7,0
1000000839,5,2025-03-08 20:24:00,2025-03-08 21:56:00,92,3,0,8,20,21,7,0
1000000840,0,2025-03-08 19:05:00,2025-03-08 20:30:00,85,3,1,5,19,20,7,0
1000000841,6,2025-03-08 13:11:00,2025-03-08 13:28:00,17,1,2,5,13,13,7,0
1000000842,4,2025-03-08 16:01:00,2025-03-08 17:38:00,97,1,3,10,16,17,7,0
1000000843,3,2025-03-08 10:35:00,2025-03-08 12:22:00,107,1,4,7,10,12,7,0
1000000844,4,2025-03-08 15:18:00,2025-03-08 15:49:00,31,1,6,5,15,15,7,0
1000000845,0,2025-03-08 13:57:00,2025-03-08 14:16:00,19,3,3,4,13,14,7,0
1000000846,6,2025-03-08 06:56:00,2025-03-08 08:22:00,86,2,3,9,6,8,7,1
1000000847,7,2025-03-08 20:22:00,2025-03-08 21:29:00,67,1,3,4,20,21,7,0
1000000848,7,2025-03-08 13:39:00,2025-03-08 14:03:00,24,1,1,6,13,14,7,0
1000000849,7,2025-03-08 07:19:00,2025-03-08 07:52:00,33,0,4,7,7,7,7,1
1000000850,7,2025-03-08 11:33:00,2025-03-08 13:24:00,111,3,4,4,11,13,7,0
1000000851,7,2025-03-08 16:53:00,2025-03-08 17:21:00,28,1,2,4,16,17,7,0
1000000852,3,2025-03-08 11:14:00,2025-03-08 11:53:00,39,3,6,9,11,11,7,0
1000000853,5,2025-03-08 13:37:00,2025-03-08 15:03:00,86,1,6,2,13,15,7,0
1000000854,7,2025-03-08 12:24:00,2025-03-08 13:19:00,55,0,0,2,12,13,7,0
1000000855,5,2025-03-08 09:48:00,2025-03-08 10:43:00,55,1,3,2,9,10,7,0
1000000856,2,2025-03-08 08:49:00,2025-03-08 09:56:00,67,3,3,8,8,9,7,0
1000000857,8,2025-03-08 19:27:00,2025-03-08 20:35:00,68,3,3,9,19,20,7,0
1000000858,2,2025-03-08 11:08:00,2025-03-08 12:46:00,98,2,3,6,11,12,7,0
1000000859,9,2025-03-08 15:47:00,2025-03-08 17:38:00,111,3,1,10,15,17,7,0
1000000860,4,2025-03-08 15:23:00,2025-03-08 16:19:00,56,1,4,1,15,16,7,0
1000000861,3,2025-03-08 20:28:00,2025-03-08 22:18:00,110,2,3,6,20,22,7,0
1000000862,9,2025-03-08 16:52:00,2025-03-08 18:28:00,96,0,6,10,16,18,7,0
1000000863,8,2025-03-08 10:30:00,2025-03-08 11:15:00,45,1,0,5,10,11,7,0
1000000864,1,2025-03-08 06:00:00,2025-03-08 07:17:00,77,0,3,7,6,7,7,1
1000000865,8,2025-03-08 17:06:00,2025-03-08 19:06:00,120,0,0,3,17,19,7,0
1000000866,4,2025-03-08 06:04:00,2025-03-08 08:04:00,120,1,5,7,6,8,7,1
1000000867,8,2025-03-08 20:53:00,2025-03-08 22:11:00,78,2,4,8,20,22,7,0
1000000868,8,2025-03-08 15:06:00,2025-03-08 16:39:00,93,3,0,3,15,16,7,0
1000000869,4,2025-03-08 19:56:00,2025-03-08 21:04:00,68,2,6,3,19,21,7,0
1000000870,2,2025-03-08 17:51:00,2025-03-08 19:32:00,101,0,0,2,17,19,7,0
1000000871,2,2025-03-08 11:58:00,2025-03-08 12:13:00,15,0,3,0,11,12,7,0
1000000872,5,2025-03-08 15:33:00,2025-03-08 17:14:00,101,3,4,9,15,17,7,0
1000000873,8,2025-03-08 09:14:00,2025-03-08 09:54:00,40,0,0,10,9,9,7,0
1000000874,3,2025-03-08 10:03:00,2025-03-08 11:54:00,111,1,1,3,10,11,7,0
1000000875,1,2025-03-08 14:48:00,2025-03-08 15:16:00,28,1,2,9,14,15,7,0
1000000876,8,2025-03-08 17:50:00,2025-03-08 18:59:00,69,2,6,1,17,18,7,0
1000000877,2,2025-03-08 17:55:00,2025-03-08 19:37:00,102,1,0,10,17,19,7,0
1000000878,9,2025-03-08 19:31:00,2025-03-08 20:36:00,65,2,2,1,19,20,7,0
1000000879,3,2025-03-08 07:39:00,2025-03-08 09:34:00,115,0,2,5,7,9,7,1
1000000880,5,2025-03-08 08:28:00,2025-03-08 10:02:00,94,2,6,2,8,10,7,0
1000000881,4,2025-03-08 13:41:00,2025-03-08 15:18:00,97,0,2,7,13,15,7,0
1000000882,0,2025-03-08 16:55:00,2025-03-08 18:54:00,119,3,2,10,16,18,7,0
1000000883,7,2025-03-08 16:29:00,2025-03-08 17:54:00,85,0,3,2,16,17,7,0
1000000884,3,2025-03-08 15:58:00,2025-03-08 16:15:00,17,3,1,3,15,16,7,0
1000000885,1,2025-03-08 10:35:00,2025-03-08 12:13:00,98,0,3,4,10,12,7,0
1000000886,0,2025-03-08 20:15:00,2025-03-08 21:37:00,82,0,6,10,20,21,7,0
1000000887,0,2025-03-08 15:34:00,2025-03-08 16:19:00,45,0,2,0,15,16,7,0
1000000888,5,2025-03-08 13:15:00,2025-03-08 14:00:00,45,2,0,7,13,14,7,0
1000000889,0,2025-03-08 11:42:00,2025-03-08 13:36:00,114,1,2,1,11,13,7,0
1000000890,9,2025-03-08 14:25:00,2025-03-08 16:01:00,96,2,2,6,14,16,7,0
1000000891,5,2025-03-08 19:47:00,2025-03-08 21:40:00,113,0,3,5,19,21,7,0
1000000892,4,2025-03-08 13:25:00,2025-03-08 14:51:00,86,3,4,9,13,14,7,0
1000000893,3,2025-03-08 13:37:00,2025-03-08 13:54:00,17,0,4,6,13,13,7,0
1000000894,6,2025-03-08 14:18:00,2025-03-08 14:40:00,22,3,3,4,14,14,7,0
1000000895,3,2025-03-08 10:40:00,2025-03-08 11:28:00,48,3,3,7,10,11,7,0
1000000896,3,2025-03-08 06:27:00,2025-03-08 07:31:00,64,3,5,1,6,7,7,1
1000000897,7,2025-03-08 18:12:00,2025-03-08 19:02:00,50,1,0,1,18,19,7,0
1000000898,7,2025-03-08 15:27:00,2025-03-08 16:29:00,62,0,1,2,15,16,7,0
1000000899,5,2025-03-08 07:54:00,2025-03-08 08:35:00,41,3,4,4,7,8,7,1
1000000900,2,2025-03-08 06:29:00,2025-03-08 07:35:00,66,0,0,7,6,7,7,1
1000000901,7,2025-03-08 06:01:00,2025-03-08 07:42:00,101,2,4,8,6,7,7,1
1000000902,8,2025-03-08 09:11:00,2025-03-08 09:18:00,7,2,0,0,9,9,7,0
1000000903,2,2025-03-08 12:41:00,2025-03-08 13:30:00,49,2,4,3,12,13,7,0
1000000904,2,2025-03-08 14:57:00,2025-03-08 16:47:00,110,0,5,1,14,16,7,0
1000000905,1,2025-03-08 11:57:00,2025-03-08 13:43:00,106,3,0,2,11,13,7,0
1000000906,2,2025-03-08 10:52:00,2025-03-08 12:26:00,94,3,2,5,10,12,7,0
1000000907,8,2025-03-08 08:40:00,2025-03-08 09:14:00,34,1,6,0,8,9,7,0
1000000908,1,2025-03-08 06:41:00,2025-03-08 08:33:00,112,3,4,1,6,8,7,1
1000000909,8,2025-03-08 11:43:00,2025-03-08 12:03:00,20,3,2,3,11,12,7,0
1000000910,5,2025-03-08 15:58:00,2025-03-08 16:42:00,44,0,0,8,15,16,7,0
1000000911,9,2025-03-08 18:38:00,2025-03-08 20:18:00,100,3,2,3,18,20,7,0
1000000912,2,2025-03-08 17:21:00,2025-03-08 18:30:00,69,0,1,4,17,18,7,0
1000000913,4,2025-03-08 12:49:00,2025-03-08 14:15:00,86,0,1,2,12,14,7,0
1000000914,2,2025-03-08 13:52:00,2025-03-08 15:38:00,106,2,6,9,13,15,7,0
1000000915,2,2025-03-08 11:46:00,2025-03-08 13:46:00,120,1,2,5,11,13,7,0
1000000916,0,2025-03-08 14:18:00,2025-03-08 16:17:00,119,3,5,0,14,16,7,0
1000000917,0,2025-03-08 07:59:00,2025-03-08 09:29:00,90,1,4,2,7,9,7,1
1000000918,1,2025-03-08 17:21:00,2025-03-08 19:07:00,106,0,5,7,17,19,7,0
1000000919,0,2025-03-08 17:17:00,2025-03-08 18:03:00,46,1,4,8,17,18,7,0
1000000920,1,2025-03-08 12:04:00,2025-03-08 13:49:00,105,1,4,2,12,13,7,0
1000000921,7,2025-03-08 11:09:00,2025-03-08 12:38:00,89,2,0,10,11,12,7,0
1000000922,2,2025-03-08 19:10:00,2025-03-08 20:52:00,102,3,6,6,19,20,7,0
1000000923,1,2025-03-08 07:48:00,2025-03-08 08:54:00,66,0,0,7,7,8,7,1
1000000924,3,2025-03-08 12:24:00,2025-03-08 13:44:00,80,2,6,8,12,13,7,0
1000000925,6,2025-03-08 14:06:00,2025-03-08 15:49:00,103,0,5,4,14,15,7,0
1000000926,0,2025-03-08 06:26:00,2025-03-08 07:45:00,79,1,2,8,6,7,7,1
1000000927,9,2025-03-08 20:55:00,2025-03-08 22:28:00,93,0,4,3,20,22,7,0
1000000928,8,2025-03-08 09:57:00,2025-03-08 10:42:00,45,0,3,8,9,10,7,0
1000000929,6,2025-03-08 15:18:00,2025-03-08 16:18:00,60,3,5,0,15,16,7,0
1000000930,1,2025-03-08 18:15:00,2025-03-08 18:20:00,5,3,6,6,18,18,7,0
1000000931,6,2025-03-08 15:15:00,2025-03-08 16:31:00,76,1,6,6,15,16,7,0
1000000932,1,2025-03-08 10:58:00,2025-03-08 12:46:00,108,1,2,7,10,12,7,0
1000000933,7,2025-03-08 11:04:00,2025-03-08 11:14:00,10,1,0,1,11,11,7,0
1000000934,4,2025-03-08 07:52:00,2025-03-08 09:24:00,92,1,6,10,7,9,7,1
1000000935,8,2025-03-08 14:28:00,2025-03-08 15:38:00,70,2,5,0,14,15,7,0
1000000936,7,2025-03-08 13:34:00,2025-03-08 14:32:00,58,0,5,5,13,14,7,0
1000000937,6,2025-03-08 06:36:00,2025-03-08 07:33:00,57,1,4,8,6,7,7,1
1000000938,9,2025-03-08 13:18:00,2025-03-08 14:54:00,96,3,6,9,13,14,7,0
1000000939,6,2025-03-08 14:26:00,2025-03-08 15:29:00,63,0,4,9,14,15,7,0
1000000940,5,2025-03-08 16:36:00,2025-03-08 18:19:00,103,3,3,8,16,18,7,0
1000000941,6,2025-03-08 18:21:00,2025-03-08 20:01:00,100,1,3,0,18,20,7,0
1000000942,4,2025-03-08 14:18:00,2025-03-08 15:34:00,76,2,6,2,14,15,7,0
1000000943,2,2025-03-08 06:18:00,2025-03-08 08:05:00,107,1,0,9,6,8,7,1
1000000944,3,2025-03-08 17:16:00,2025-03-08 18:26:00,70,3,5,7,17,18,7,0
1000000945,9,2025-03-08 13:22:00,2025-03-08 13:30:00,8,3,0,5,13,13,7,0
1000000946,3,2025-03-08 07:52:00,2025-03-08 08:06:00,14,2,1,7,7,8,7,1
1000000947,1,2025-03-08 07:46:00,2025-03-08 08:56:00,70,3,3,6,7,8,7,1
1000000948,5,2025-03-08 11:57:00,2025-03-08 13:03:00,66,0,4,2,11,13,7,0
1000000949,3,2025-03-08 11:34:00,2025-03-08 13:13:00,99,0,2,9,11,13,7,0
1000000950,7,2025-03-08 18:15:00,2025-03-08 18:46:00,31,3,6,10,18,18,7,0
1000000951,5,2025-03-08 09:06:00,2025-03-08 10:43:00,97,3,4,10,9,10,7,0
1000000952,5,2025-03-08 12:01:00,2025-03-08 13:59:00,118,2,3,6,12,13,7,0
1000000953,7,2025-03-08 10:47:00,2025-03-08 11:23:00,36,0,6,0,10,11,7,0
1000000954,5,2025-03-08 20:53:00,2025-03-08 22:09:00,76,2,0,5,20,22,7,0
1000000955,4,2025-03-08 14:42:00,2025-03-08 16:30:00,108,3,3,2,14,16,7,0
1000000956,2,2025-03-08 10:46:00,2025-03-08 12:22:00,96,0,4,3,10,12,7,0
1000000957,1,2025-03-08 14:39:00,2025-03-08 15:03:00,24,3,2,6,14,15,7,0
1000000958,2,2025-03-08 16:46:00,2025-03-08 16:56:00,10,3,1,7,16,16,7,0
1000000959,6,2025-03-08 09:21:00,2025-03-08 10:50:00,89,0,0,0,9,10,7,0
1000000960,1,2025-03-08 10:03:00,2025-03-08 11:06:00,63,2,5,0,10,11,7,0
1000000961,3,2025-03-08 09:09:00,2025-03-08 10:10:00,61,2,2,1,9,10,7,0
1000000962,8,2025-03-08 06:33:00,2025-03-08 07:05:00,32,0,0,2,6,7,7,1
1000000963,8,2025-03-08 18:31:00,2025-03-08 19:07:00,36,2,6,4,18,19,7,0
1000000964,5,2025-03-08 17:35:00,2025-03-08 18:59:00,84,3,5,7,17,18,7,0
1000000965,1,2025-03-08 12:21:00,2025-03-08 13:15:00,54,0,3,3,12,13,7,0
1000000966,7,2025-03-08 06:01:00,2025-03-08 06:08:00,7,2,3,6,6,6,7,0
1000000967,9,2025-03-08 11:02:00,2025-03-08 11:38:00,36,2,6,2,11,11,7,0
1000000968,6,2025-03-08 11:44:00,2025-03-08 12:02:00,18,1,6,9,11,12,7,0
1000000969,1,2025-03-08 16:45:00,2025-03-08 17:39:00,54,2,6,8,16,17,7,0
1000000970,1,2025-03-08 07:50:00,2025-03-08 09:07:00,77,2,1,2,7,9,7,1
1000000971,3,2025-03-08 13:16:00,2025-03-08 14:38:00,82,3,5,5,13,14,7,0
1000000972,4,2025-03-08 20:41:00,2025-03-08 21:09:00,28,0,3,10,20,21,7,0
1000000973,9,2025-03-08 07:22:00,2025-03-08 08:19:00,57,0,5,4,7,8,7,1
1000000974,3,2025-03-08 19:23:00,2025-03-08 21:04:00,101,1,3,6,19,21,7,0
1000000975,3,2025-03-08 17:47:00,2025-03-08 18:53:00,66,3,2,5,17,18,7,0
1000000976,0,2025-03-08 14:27:00,2025-03-08 15:44:00,77,3,3,5,14,15,7,0
1000000977,7,2025-03-08 15:52:00,2025-03-08 17:31:00,99,1,2,2,15,17,7,0
1000000978,4,2025-03-08 10:52:00,2025-03-08 11:23:00,31,1,2,9,10,11,7,0
1000000979,3,2025-03-08 12:20:00,2025-03-08 12:50:00,30,1,3,1,12,12,7,0
1000000980,9,2025-03-08 07:39:00,2025-03-08 09:30:00,111,1,5,9,7,9,7,1
1000000981,5,2025-03-08 08:45:00,2025-03-08 10:37:00,112,3,6,0,8,10,7,0
1000000982,2,2025-03-08 18:37:00,2025-03-08 18:48:00,11,0,4,0,18,18,7,0
1000000983,6,2025-03-08 10:44:00,2025-03-08 10:51:00,7,2,1,6,10,10,7,0
1000000984,1,2025-03-08 20:51:00,2025-03-08 21:11:00,20,1,6,0,20,21,7,0
1000000985,6,2025-03-08 09:46:00,2025-03-08 10:16:00,30,1,6,8,9,10,7,0
1000000986,4,2025-03-08 08:53:00,2025-03-08 09:52:00,59,3,1,10,8,9,7,0
1000000987,6,2025-03-08 20:11:00,2025-03-08 21:51:00,100,3,5,7,20,21,7,0
1000000988,5,2025-03-08 06:39:00,2025-03-08 06:58:00,19,2,4,10,6,6,7,0
1000000989,2,2025-03-08 16:09:00,2025-03-08 17:36:00,87,0,5,9,16,17,7,0
1000000990,6,2025-03-08 18:40:00,2025-03-08 20:25:00,105,2,3,4,18,20,7,0
1000000991,6,2025-03-08 19:53:00,2025-03-08 20:26:00,33,0,2,6,19,20,7,0
1000000992,1,2025-03-08 20:05:00,2025-03-08 20:31:00,26,3,5,4,20,20,7,0
1000000993,5,2025-03-08 16:37:00,2025-03-08 17:23:00,46,1,1,9,16,17,7,0
1000000994,8,2025-03-08 18:28:00,2025-03-08 19:18:00,50,3,3,9,18,19,7,0
1000000995,8,2025-03-08 11:54:00,2025-03-08 12:54:00,60,3,2,0,11,12,7,0
1000000996,6,2025-03-08 17:09:00,2025-03-08 17:52:00,43,0,2,8,17,17,7,0
1000000997,0,2025-03-08 18:44:00,2025-03-08 19:46:00,62,1,0,1,18,19,7,0
1000000998,6,2025-03-08 17:21:00,2025-03-08 19:04:00,103,0,3,6,17,19,7,0
1000000999,8,2025-03-08 14:01:00,2025-03-08 14:54:00,53,3,4,2,14,14,7,0
1000000000,6,2025-03-08 06:09:00,2025-03-08 06:28:00,19,1,0,3,6,6,8,0
1000000001,4,2025-03-08 12:28:00,2025-03-08 13:10:00,42,0,3,5,12,13,8,0
1000000002,0,2025-03-08 15:11:00,2025-03-08 15:37:00,26,3,3,8,15,15,8,0
1000000003,9,2025-03-08 14:17:00,2025-03-08 15:36:00,79,1,4,9,14,15,8,0
1000000004,2,2025-03-08 15:59:00,2025-03-08 17:37:00,98,3,3,0,15,17,8,0
1000000005,3,2025-03-08 11:41:00,2025-03-08 13:37:00,116,0,4,10,11,13,8,0
1000000006,9,2025-03-08 11:33:00,2025-03-08 12:20:00,47,0,0,6,11,12,8,0
1000000007,9,2025-03-08 16:37:00,2025-03-08 18:15:00,98,3,1,6,16,18,8,0
1000000008,5,2025-03-08 18:54:00,2025-03-08 19:22:00,28,1,5,8,18,19,8,0
1000000009,8,2025-03-08 13:42:00,2025-03-08 14:01:00,19,3,2,10,13,14,8,0
1000000010,7,2025-03-08 15:05:00,2025-03-08 15:21:00,16,2,4,1,15,15,8,0
1000000011,3,2025-03-08 12:22:00,2025-03-08 13:58:00,96,0,1,10,12,13,8,0
1000000012,6,2025-03-08 14:31:00,2025-03-08 15:46:00,75,0,4,5,14,15,8,0
1000000013,0,2025-03-08 12:21:00,2025-03-08 13:06:00,45,3,3,10,12,13,8,0
1000000014,0,2025-03-08 13:05:00,2025-03-08 13:25:00,20,2,6,2,13,13,8,0
1000000015,7,2025-03-08 11:26:00,2025-03-08 13:17:00,111,3,1,2,11,13,8,0
1000000016,2,2025-03-08 11:20:00,2025-03-08 12:53:00,93,0,0,9,11,12,8,0
1000000017,4,2025-03-08 20:10:00,2025-03-08 21:31:00,81,1,6,8,20,21,8,0
1000000018,9,2025-03-08 12:23:00,2025-03-08 12:29:00,6,0,1,5,12,12,8,0
1000000019,0,2025-03-08 12:34:00,2025-03-08 13:29:00,55,3,4,0,12,13,8,0
1000000020,9,2025-03-08 14:21:00,2025-03-08 14:33:00,12,2,0,4,14,14,8,0
1000000021,8,2025-03-08 19:06:00,2025-03-08 19:17:00,11,3,2,0,19,19,8,0
1000000022,7,2025-03-08 13:34:00,2025-03-08 15:22:00,108,1,3,7,13,15,8,0
1000000023,8,2025-03-08 06:55:00,2025-03-08 08:53:00,118,0,3,4,6,8,8,1
1000000024,3,2025-03-08 19:08:00,2025-03-08 20:24:00,76,3,6,7,19,20,8,0
1000000025,6,2025-03-08 11:05:00,2025-03-08 11:41:00,36,1,2,1,11,11,8,0
1000000026,7,2025-03-08 16:12:00,2025-03-08 16:29:00,17,3,1,7,16,16,8,0
1000000027,2,2025-03-08 10:39:00,2025-03-08 12:10:00,91,1,2,1,10,12,8,0
1000000028,3,2025-03-08 15:54:00,2025-03-08 16:07:00,13,3,1,9,15,16,8,0
1000000029,1,2025-03-08 06:05:00,2025-03-08 07:54:00,109,2,0,7,6,7,8,0
1000000030,6,2025-03-08 13:58:00,2025-03-08 14:26:00,28,0,0,2,13,14,8,0
1000000031,5,2025-03-08 20:10:00,2025-03-08 22:02:00,112,2,3,10,20,22,8,0
1000000032,7,2025-03-08 13:21:00,2025-03-08 14:55:00,94,2,3,3,13,14,8,0
1000000033,4,2025-03-08 09:52:00,2025-03-08 11:05:00,73,0,2,3,9,11,8,0
1000000034,0,2025-03-08 14:39:00,2025-03-08 15:34:00,55,1,5,7,14,15,8,0
1000000035,2,2025-03-08 18:43:00,2025-03-08 20:41:00,118,1,4,5,18,20,8,0
1000000036,4,2025-03-08 19:35:00,2025-03-08 21:08:00,93,3,0,1,19,21,8,0
1000000037,4,2025-03-08 13:41:00,2025-03-08 15:26:00,105,0,2,9,13,15,8,0
1000000038,3,2025-03-08 16:39:00,2025-03-08 18:12:00,93,3,5,2,16,18,8,0
1000000039,8,2025-03-08 08:41:00,2025-03-08 09:43:00,62,2,4,7,8,9,8,1
1000000040,5,2025-03-08 14:42:00,2025-03-08 14:54:00,12,2,6,10,14,14,8,0
1000000041,8,2025-03-08 15:14:00,2025-03-08 16:02:00,48,1,6,6,15,16,8,0
1000000042,0,2025-03-08 06:32:00,2025-03-08 06:43:00,11,3,3,6,6,6,8,0
1000000043,8,2025-03-08 10:14:00,2025-03-08 10:54:00,40,3,1,1,10,10,8,0
1000000044,3,2025-03-08 10:02:00,2025-03-08 10:50:00,48,2,5,9,10,10,8,0
1000000045,2,2025-03-08 10:18:00,2025-03-08 10:41:00,23,2,1,1,10,10,8,0
1000000046,6,2025-03-08 08:34:00,2025-03-08 09:01:00,27,1,5,0,8,9,8,1
1000000047,7,2025-03-08 09:05:00,2025-03-08 10:06:00,61,1,6,6,9,10,8,0
1000000048,3,2025-03-08 20:00:00,2025-03-08 20:37:00,37,2,6,9,20,20,8,0
1000000049,8,2025-03-08 17:43:00,2025-03-08 19:18:00,95,3,6,9,17,19,8,0
1000000050,9,2025-03-08 07:46:00,2025-03-08 08:17:00,31,2,0,8,7,8,8,1
1000000051,6,2025-03-08 19:59:00,2025-03-08 21:33:00,94,3,3,5,19,21,8,0
1000000052,9,2025-03-08 09:48:00,2025-03-08 10:22:00,34,1,5,4,9,10,8,0
1000000053,9,2025-03-08 20:34:00,2025-03-08 22:13:00,99,3,0,0,20,22,8,0
1000000054,2,2025-03-08 19:36:00,2025-03-08 21:28:00,112,1,0,0,19,21,8,0
1000000055,1,2025-03-08 12:54:00,2025-03-08 14:38:00,104,0,3,3,12,14,8,0
1000000056,9,2025-03-08 10:51:00,2025-03-08 12:26:00,95,0,5,6,10,12,8,0
1000000057,8,2025-03-08 09:45:00,2025-03-08 11:07:00,82,0,5,5,9,11,8,0
1000000058,1,2025-03-08 19:36:00,2025-03-08 20:03:00,27,0,6,3,19,20,8,0
1000000059,5,2025-03-08 09:34:00,2025-03-08 10:51:00,77,1,5,6,9,10,8,0
1000000060,7,2025-03-08 17:51:00,2025-03-08 19:32:00,101,2,4,6,17,19,8,0
1000000061,0,2025-03-08 19:42:00,2025-03-08 21:26:00,104,0,1,6,19,21,8,0
1000000062,5,2025-03-08 07:46:00,2025-03-08 09:46:00,120,2,2,6,7,9,8,1
1000000063,8,2025-03-08 12:27:00,2025-03-08 13:12:00,45,0,2,7,12,13,8,0
1000000064,4,2025-03-08 17:05:00,2025-03-08 17:30:00,25,3,6,0,17,17,8,0
1000000065,1,2025-03-08 12:10:00,2025-03-08 12:55:00,45,1,3,1,12,12,8,0
1000000066,0,2025-03-08 20:44:00,2025-03-08 22:33:00,109,0,1,8,20,22,8,0
1000000067,4,2025-03-08 09:03:00,2025-03-08 09:28:00,25,1,4,8,9,9,8,0
1000000068,7,2025-03-08 12:02:00,2025-03-08 12:43:00,41,0,3,0,12,12,8,0
1000000069,4,2025-03-08 19:07:00,2025-03-08 19:15:00,8,2,5,7,19,19,8,0
1000000070,8,2025-03-08 13:29:00,2025-03-08 15:28:00,119,0,4,8,13,15,8,0
1000000071,9,2025-03-08 08:24:00,2025-03-08 09:06:00,42,2,0,3,8,9,8,1
1000000072,2,2025-03-08 20:21:00,2025-03-08 20:31:00,10,1,4,7,20,20,8,0
1000000073,6,2025-03-08 06:49:00,2025-03-08 07:49:00,60,0,4,1,6,7,8,0
1000000074,4,2025-03-08 06:20:00,2025-03-08 07:22:00,62,0,3,7,6,7,8,0
1000000075,5,2025-03-08 06:27:00,2025-03-08 06:45:00,18,1,2,9,6,6,8,0
1000000076,2,2025-03-08 10:08:00,2025-03-08 10:49:00,41,1,2,10,10,10,8,0
1000000077,3,2025-03-08 14:20:00,2025-03-08 16:12:00,112,0,2,8,14,16,8,0
1000000078,6,2025-03-08 18:21:00,2025-03-08 18:57:00,36,1,3,5,18,18,8,0
1000000079,7,2025-03-08 14:01:00,2025-03-08 14:08:00,7,1,0,1,14,14,8,0
1000000080,7,2025-03-08 19:09:00,2025-03-08 19:55:00,46,2,4,5,19,19,8,0
1000000081,2,2025-03-08 09:01:00,2025-03-08 10:38:00,97,1,5,6,9,10,8,0
1000000082,5,2025-03-08 17:44:00,2025-03-08 17:53:00,9,2,2,8,17,17,8,0
